
通知,#genre#
海南卫视,http://api.mytv666.top/api/migu.php?id=海南卫视&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058

东方卫视,http://api.mytv666.top/api/migu.php?id=东方卫视&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
广东卫视,http://api.mytv666.top/api/migu.php?id=广东卫视&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058

上海新闻综合,http://api.mytv666.top/api/migu.php?id=上海新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
上视东方影视,http://api.mytv666.top/api/migu.php?id=上视东方影视&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
上海第一财经,http://api.mytv666.top/api/migu.php?id=上海第一财经&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
南京新闻综合频道,http://api.mytv666.top/api/migu.php?id=南京新闻综合频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
南京教科频道,http://api.mytv666.top/api/migu.php?id=南京教科频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
南京十八频道,http://api.mytv666.top/api/migu.php?id=南京十八频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
体育休闲频道,http://api.mytv666.top/api/migu.php?id=体育休闲频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
江苏城市频道,http://api.mytv666.top/api/migu.php?id=江苏城市频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
江苏国际,http://api.mytv666.top/api/migu.php?id=江苏国际&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
江苏教育,http://api.mytv666.top/api/migu.php?id=江苏教育&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
江苏影视频道,http://api.mytv666.top/api/migu.php?id=江苏影视频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
江苏综艺频道,http://api.mytv666.top/api/migu.php?id=江苏综艺频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
公共新闻频道,http://api.mytv666.top/api/migu.php?id=公共新闻频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
淮安新闻综合,http://api.mytv666.top/api/migu.php?id=淮安新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
泰州新闻综合,http://api.mytv666.top/api/migu.php?id=泰州新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
连云港新闻综合,http://api.mytv666.top/api/migu.php?id=连云港新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
宿迁新闻综合,http://api.mytv666.top/api/migu.php?id=宿迁新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
徐州新闻综合,http://api.mytv666.top/api/migu.php?id=徐州新闻综合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
乐游,http://api.mytv666.top/api/migu.php?id=乐游&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
法治天地,http://api.mytv666.top/api/migu.php?id=法治天地&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
优漫卡通频道,http://api.mytv666.top/api/migu.php?id=优漫卡通频道&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
经典香港电影,http://api.mytv666.top/api/migu.php?id=经典香港电影&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
军事迷必看大片,http://api.mytv666.top/api/migu.php?id=军事迷必看大片&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
新片放映厅,http://api.mytv666.top/api/migu.php?id=新片放映厅&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
CHC动作电影,http://api.mytv666.top/api/migu.php?id=CHC动作电影&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
CHC家庭影院,http://api.mytv666.top/api/migu.php?id=CHC家庭影院&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
高清大片,http://api.mytv666.top/api/migu.php?id=高清大片&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
广东影视,http://api.mytv666.top/api/migu.php?id=广东影视&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
纪实人文,http://api.mytv666.top/api/migu.php?id=纪实人文&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
欢笑剧场,http://api.mytv666.top/api/migu.php?id=欢笑剧场&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
金色剧场,http://api.mytv666.top/api/migu.php?id=金色剧场&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
华语乐坛最强音,http://api.mytv666.top/api/migu.php?id=华语乐坛最强音&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
周杰伦现场,http://api.mytv666.top/api/migu.php?id=周杰伦现场&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
最强综艺趴,http://api.mytv666.top/api/migu.php?id=最强综艺趴&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
嘉佳卡通,http://api.mytv666.top/api/migu.php?id=嘉佳卡通&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
经典动画大集合,http://api.mytv666.top/api/migu.php?id=经典动画大集合&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
中国移动“新动力量”宣讲报告会,http://api.mytv666.top/api/migu.php?id=中国移动“新动力量”宣讲报告会&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
NBA经典,http://api.mytv666.top/api/migu.php?id=NBA经典&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
五大联赛经典,http://api.mytv666.top/api/migu.php?id=五大联赛经典&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
中国足球风云,http://api.mytv666.top/api/migu.php?id=中国足球风云&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
劲爆体育,http://api.mytv666.top/api/migu.php?id=劲爆体育&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
魅力足球,http://api.mytv666.top/api/migu.php?id=魅力足球&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
赛事最经典,http://api.mytv666.top/api/migu.php?id=赛事最经典&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
掼蛋精英赛,http://api.mytv666.top/api/migu.php?id=掼蛋精英赛&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
体坛名栏汇,http://api.mytv666.top/api/migu.php?id=体坛名栏汇&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
咪咕24小时体育台,http://api.mytv666.top/api/migu.php?id=咪咕24小时体育台&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058
游戏风云,http://api.mytv666.top/api/migu.php?id=游戏风云&type=1&auth_key=e96b7e04954345c0309c64bbbe9a143f359ff4acdf809a8972cec2fec59d2fb4&t=1745816266&session=d55826df63101f21ed49c32db1427058



CCTV备用,#genre#


CCTV1综合,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=484&token=QQ群1039308194
CCTV2财经,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=485&token=QQ群1039308194
CCTV3综艺,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=486&token=QQ群1039308194
CCTV4中文国际,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=487&token=QQ群1039308194
CCTV4美洲,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=501&token=QQ群1039308194
CCTV4欧洲,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=502&token=QQ群1039308194
CCTV5体育,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=488&token=QQ群1039308194
CCTV5+体育赛事,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=489&token=QQ群1039308194
CCTV6电影,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=490&token=QQ群1039308194
CCTV7国防军事,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=491&token=QQ群1039308194
CCTV8电视剧,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=492&token=QQ群1039308194
CCTV9纪录,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=493&token=QQ群1039308194
CCTV10科教,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=494&token=QQ群1039308194
CCTV11戏曲,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=495&token=QQ群1039308194
CCTV12社会与法,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=496&token=QQ群1039308194
CCTV13新闻,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=497&token=QQ群1039308194
CCTV14少儿,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=498&token=QQ群1039308194
CCTV15音乐,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=499&token=QQ群1039308194
CCTV17农业农村,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=500&token=QQ群1039308194

浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$浙江官方

北京卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=514&token=QQ群1039308194
东方卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=503&token=QQ群1039308194
天津卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=517&token=QQ群1039308194
重庆卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=513&token=QQ群1039308194
黑龙江卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=527&token=QQ群1039308194
吉林卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=507&token=QQ群1039308194
辽宁卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=526&token=QQ群1039308194
甘肃卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=528&token=QQ群1039308194
青海卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=511&token=QQ群1039308194
陕西卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=509&token=QQ群1039308194
河北卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=521&token=QQ群1039308194
山东卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=519&token=QQ群1039308194
安徽卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=518&token=QQ群1039308194
河南卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=522&token=QQ群1039308194
湖北卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=510&token=QQ群1039308194
湖南卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=515&token=QQ群1039308194
江西卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=508&token=QQ群1039308194
江苏卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=505&token=QQ群1039308194
浙江卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=523&token=QQ群1039308194
东南卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=524&token=QQ群1039308194
广东卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=504&token=QQ群1039308194
深圳卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=512&token=QQ群1039308194
广西卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=520&token=QQ群1039308194
贵州卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=525&token=QQ群1039308194
四川卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=516&token=QQ群1039308194
新疆卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=529&token=QQ群1039308194
兵团卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=530&token=QQ群1039308194
海南卫视,http://zhibo.feylen.top/fltv/js/k-web/ku9/js/kzb6.js?id=506&token=QQ群1039308194




港澳台,#genre#

凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com:8880/xsj.php?id=phtv-hk 
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://php.jdshipin.com:8880/xsj.php?id=phtv-info 
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://php.jdshipin.com:8880/xsj.php?id=phtv-cn 
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
